trade_id,timestamp,market_id,buyer,seller,price,quantity,aggressor_side,label
T000978,2026-06-01 10:18:51,SP500-ABOVE-6000-JUN,ACCT020,ACCT011,58,125,sell,clean
T000979,2026-06-01 10:18:54,SP500-ABOVE-6000-JUN,ACCT007,ACCT039,44,91,sell,clean
T000980,2026-06-01 10:18:57,SP500-ABOVE-6000-JUN,ACCT017,ACCT038,36,166,sell,clean
T000981,2026-06-01 10:19:00,FED-CUT-JUL26,ACCT028,ACCT012,47,169,sell,clean
T000982,2026-06-01 10:19:03,FED-CUT-JUL26,ACCT001,ACCT022,53,83,buy,clean
T000983,2026-06-01 10:19:06,SP500-ABOVE-6000-JUN,ACCT014,ACCT007,32,172,buy,clean
T000984,2026-06-01 10:19:09,PRES-2028-DEM,ACCT013,ACCT004,54,71,sell,clean
T000985,2026-06-01 10:19:12,FED-CUT-JUL26,ACCT038,ACCT025,50,5,buy,clean
T000986,2026-06-01 10:19:15,FED-CUT-JUL26,ACCT003,ACCT035,52,166,buy,clean
T000987,2026-06-01 10:19:18,FED-CUT-JUL26,ACCT020,ACCT018,45,21,sell,clean
T000988,2026-06-01 10:19:21,SP500-ABOVE-6000-JUN,ACCT030,ACCT032,68,32,sell,clean
T000989,2026-06-01 10:19:24,PRES-2028-DEM,ACCT009,ACCT007,73,186,sell,clean
T000990,2026-06-01 10:19:27,FED-CUT-JUL26,ACCT035,ACCT001,72,67,buy,clean
T000991,2026-06-01 10:19:30,FED-CUT-JUL26,ACCT040,ACCT025,49,36,sell,clean
T000992,2026-06-01 10:19:33,SP500-ABOVE-6000-JUN,ACCT027,ACCT029,42,62,sell,clean
T000993,2026-06-01 10:19:36,FED-CUT-JUL26,ACCT015,ACCT006,49,22,sell,clean
T000994,2026-06-01 10:19:39,FED-CUT-JUL26,ACCT004,ACCT014,58,99,buy,clean
T000995,2026-06-01 10:19:42,SP500-ABOVE-6000-JUN,ACCT034,ACCT033,62,80,sell,clean
T000996,2026-06-01 10:19:45,PRES-2028-DEM,ACCT024,ACCT025,73,132,buy,clean
T000997,2026-06-01 10:19:48,PRES-2028-DEM,ACCT020,ACCT037,45,28,buy,clean
T000998,2026-06-01 10:19:51,PRES-2028-DEM,ACCT031,ACCT034,40,141,buy,clean
T000999,2026-06-01 10:19:54,SP500-ABOVE-6000-JUN,ACCT028,ACCT033,43,95,buy,clean
T001000,2026-06-01 10:19:57,PRES-2028-DEM,ACCT026,ACCT012,37,127,sell,clean
T001001,2026-06-01 10:20:00,PRES-2028-DEM,ACCT008,ACCT004,62,62,buy,clean
T001002,2026-06-01 10:20:03,SP500-ABOVE-6000-JUN,ACCT026,ACCT007,54,178,sell,clean
T001003,2026-06-01 10:20:06,FED-CUT-JUL26,ACCT019,ACCT039,49,48,sell,clean
T001004,2026-06-01 10:20:09,PRES-2028-DEM,ACCT011,ACCT012,43,4,sell,clean
T001005,2026-06-01 10:20:12,FED-CUT-JUL26,ACCT005,ACCT011,39,153,sell,clean
T001006,2026-06-01 10:20:15,PRES-2028-DEM,ACCT031,ACCT008,52,175,sell,clean
T001007,2026-06-01 10:20:18,PRES-2028-DEM,ACCT007,ACCT020,53,126,sell,clean
T001008,2026-06-01 10:20:21,PRES-2028-DEM,ACCT023,ACCT020,43,199,sell,clean
T001009,2026-06-01 10:20:24,PRES-2028-DEM,ACCT010,ACCT027,60,37,sell,clean
T001010,2026-06-01 10:20:27,SP500-ABOVE-6000-JUN,ACCT028,ACCT024,51,97,buy,clean
T001011,2026-06-01 10:20:30,SP500-ABOVE-6000-JUN,ACCT012,ACCT017,59,85,sell,clean
T001012,2026-06-01 10:20:33,SP500-ABOVE-6000-JUN,ACCT034,ACCT022,53,117,sell,clean
T001013,2026-06-01 10:20:36,SP500-ABOVE-6000-JUN,ACCT010,ACCT030,43,75,buy,clean
T001014,2026-06-01 10:20:39,FED-CUT-JUL26,ACCT001,ACCT030,59,152,buy,clean
T001015,2026-06-01 10:20:42,FED-CUT-JUL26,ACCT001,ACCT004,49,73,buy,clean
T001016,2026-06-01 10:20:45,PRES-2028-DEM,ACCT028,ACCT038,58,9,sell,clean
T001017,2026-06-01 10:20:48,PRES-2028-DEM,ACCT017,ACCT020,43,112,sell,clean
T001018,2026-06-01 10:20:51,SP500-ABOVE-6000-JUN,ACCT013,ACCT020,46,161,sell,clean
T001019,2026-06-01 10:20:54,SP500-ABOVE-6000-JUN,ACCT029,ACCT021,31,92,sell,clean
T001020,2026-06-01 10:20:57,FED-CUT-JUL26,ACCT030,ACCT002,52,197,sell,clean
T001021,2026-06-01 10:21:00,SP500-ABOVE-6000-JUN,ACCT033,ACCT024,60,145,sell,clean
T001022,2026-06-01 10:21:03,PRES-2028-DEM,ACCT030,ACCT034,46,15,sell,clean
T001023,2026-06-01 10:21:06,SP500-ABOVE-6000-JUN,ACCT031,ACCT022,54,150,buy,clean
T001024,2026-06-01 10:21:09,FED-CUT-JUL26,ACCT009,ACCT015,63,40,sell,clean
T001025,2026-06-01 10:21:12,PRES-2028-DEM,ACCT008,ACCT005,66,31,buy,clean
T001026,2026-06-01 10:21:15,SP500-ABOVE-6000-JUN,ACCT029,ACCT026,55,104,sell,clean
T001027,2026-06-01 10:21:18,SP500-ABOVE-6000-JUN,ACCT029,ACCT040,54,6,buy,clean
T001028,2026-06-01 10:21:21,SP500-ABOVE-6000-JUN,ACCT035,ACCT013,40,171,buy,clean
T001029,2026-06-01 10:21:24,SP500-ABOVE-6000-JUN,ACCT007,ACCT030,39,8,sell,clean
T001030,2026-06-01 10:21:27,SP500-ABOVE-6000-JUN,ACCT020,ACCT003,34,159,sell,clean
T001031,2026-06-01 10:21:30,SP500-ABOVE-6000-JUN,ACCT030,ACCT018,57,129,buy,clean
T001032,2026-06-01 10:21:33,PRES-2028-DEM,ACCT010,ACCT023,41,118,buy,clean
T001033,2026-06-01 10:21:36,SP500-ABOVE-6000-JUN,ACCT031,ACCT025,65,47,sell,clean
T001034,2026-06-01 10:21:39,SP500-ABOVE-6000-JUN,ACCT026,ACCT005,72,41,buy,clean
T001035,2026-06-01 10:21:42,FED-CUT-JUL26,ACCT021,ACCT015,71,188,buy,clean
T001036,2026-06-01 10:21:45,FED-CUT-JUL26,ACCT005,ACCT004,45,192,buy,clean
T001037,2026-06-01 10:21:48,FED-CUT-JUL26,ACCT007,ACCT029,24,147,buy,clean
T001038,2026-06-01 10:21:51,FED-CUT-JUL26,ACCT015,ACCT013,49,136,buy,clean
T001039,2026-06-01 10:21:54,SP500-ABOVE-6000-JUN,ACCT007,ACCT014,56,2,sell,clean
T001040,2026-06-01 10:21:57,FED-CUT-JUL26,ACCT012,ACCT034,27,147,sell,clean
T001041,2026-06-01 10:22:00,PRES-2028-DEM,ACCT029,ACCT028,32,146,buy,clean
T001042,2026-06-01 10:22:03,FED-CUT-JUL26,ACCT015,ACCT004,41,58,sell,clean
T001043,2026-06-01 10:22:06,PRES-2028-DEM,ACCT019,ACCT005,41,133,sell,clean
T001044,2026-06-01 10:22:09,PRES-2028-DEM,ACCT038,ACCT031,82,168,buy,clean
T001045,2026-06-01 10:22:12,FED-CUT-JUL26,ACCT004,ACCT009,56,85,buy,clean
T001046,2026-06-01 10:22:15,SP500-ABOVE-6000-JUN,ACCT040,ACCT003,47,107,buy,clean
T001047,2026-06-01 10:22:18,PRES-2028-DEM,ACCT003,ACCT032,32,111,sell,clean
T001048,2026-06-01 10:22:21,PRES-2028-DEM,ACCT013,ACCT035,40,176,buy,clean
T001049,2026-06-01 10:22:24,SP500-ABOVE-6000-JUN,ACCT009,ACCT028,45,30,sell,clean
T001050,2026-06-01 10:22:27,FED-CUT-JUL26,ACCT028,ACCT004,50,3,buy,clean
T001051,2026-06-01 10:22:30,PRES-2028-DEM,ACCT016,ACCT004,55,47,sell,clean
T001052,2026-06-01 10:22:33,PRES-2028-DEM,ACCT019,ACCT009,39,32,buy,clean
T001053,2026-06-01 10:22:36,SP500-ABOVE-6000-JUN,ACCT023,ACCT015,40,94,sell,clean
T001054,2026-06-01 10:22:39,SP500-ABOVE-6000-JUN,ACCT033,ACCT007,74,181,sell,clean
T001055,2026-06-01 10:22:42,SP500-ABOVE-6000-JUN,ACCT015,ACCT020,49,96,buy,clean
T001056,2026-06-01 10:22:45,FED-CUT-JUL26,ACCT008,ACCT002,46,72,sell,clean
T001057,2026-06-01 10:22:48,SP500-ABOVE-6000-JUN,ACCT025,ACCT032,61,114,buy,clean
T001058,2026-06-01 10:22:51,FED-CUT-JUL26,ACCT035,ACCT004,48,196,sell,clean
T001059,2026-06-01 10:22:54,FED-CUT-JUL26,ACCT038,ACCT014,50,160,sell,clean
T001060,2026-06-01 10:22:57,SP500-ABOVE-6000-JUN,ACCT019,ACCT035,34,146,sell,clean
T001061,2026-06-01 10:23:00,PRES-2028-DEM,ACCT009,ACCT001,46,71,buy,clean
T001062,2026-06-01 10:23:03,FED-CUT-JUL26,ACCT003,ACCT040,48,65,buy,clean
T001063,2026-06-01 10:23:06,FED-CUT-JUL26,ACCT012,ACCT029,37,120,buy,clean
T001064,2026-06-01 10:23:09,PRES-2028-DEM,ACCT038,ACCT006,47,81,buy,clean
T001065,2026-06-01 10:23:12,FED-CUT-JUL26,ACCT017,ACCT032,61,38,buy,clean
T001066,2026-06-01 10:23:15,SP500-ABOVE-6000-JUN,ACCT029,ACCT038,43,59,buy,clean
T001067,2026-06-01 10:23:18,FED-CUT-JUL26,ACCT035,ACCT003,41,20,sell,clean
T001068,2026-06-01 10:23:21,FED-CUT-JUL26,ACCT037,ACCT024,58,19,sell,clean
T001069,2026-06-01 10:23:24,FED-CUT-JUL26,ACCT022,ACCT027,59,76,buy,clean
T001070,2026-06-01 10:23:27,PRES-2028-DEM,ACCT038,ACCT002,56,81,sell,clean
T001071,2026-06-01 10:23:30,SP500-ABOVE-6000-JUN,ACCT010,ACCT025,51,20,buy,clean
T001072,2026-06-01 10:23:33,SP500-ABOVE-6000-JUN,ACCT004,ACCT039,35,113,sell,clean
T001073,2026-06-01 10:23:36,PRES-2028-DEM,ACCT022,ACCT016,60,60,sell,clean
T001074,2026-06-01 10:23:39,FED-CUT-JUL26,ACCT024,ACCT006,41,93,sell,clean
T001075,2026-06-01 10:23:42,PRES-2028-DEM,ACCT035,ACCT016,52,150,buy,clean
T001076,2026-06-01 10:23:45,PRES-2028-DEM,ACCT027,ACCT033,65,162,buy,clean
T001077,2026-06-01 10:23:48,FED-CUT-JUL26,ACCT017,ACCT036,46,26,buy,clean
T001078,2026-06-01 10:23:51,PRES-2028-DEM,ACCT009,ACCT033,68,109,sell,clean
T001079,2026-06-01 10:23:54,FED-CUT-JUL26,ACCT008,ACCT022,70,152,buy,clean
T001080,2026-06-01 10:23:57,FED-CUT-JUL26,ACCT029,ACCT028,46,35,buy,clean
T001081,2026-06-01 10:24:00,FED-CUT-JUL26,ACCT030,ACCT025,46,185,sell,clean
T001082,2026-06-01 10:24:03,PRES-2028-DEM,ACCT037,ACCT034,62,110,sell,clean
T001083,2026-06-01 10:24:06,PRES-2028-DEM,ACCT003,ACCT014,41,158,sell,clean
T001084,2026-06-01 10:24:09,FED-CUT-JUL26,ACCT018,ACCT032,26,74,sell,clean
T001085,2026-06-01 10:24:12,PRES-2028-DEM,ACCT036,ACCT033,50,11,buy,clean
T001086,2026-06-01 10:24:15,FED-CUT-JUL26,ACCT037,ACCT028,48,117,sell,clean
T001087,2026-06-01 10:24:18,FED-CUT-JUL26,ACCT017,ACCT006,74,188,buy,clean
T001088,2026-06-01 10:24:21,FED-CUT-JUL26,ACCT011,ACCT033,43,189,buy,clean
T001089,2026-06-01 10:24:24,SP500-ABOVE-6000-JUN,ACCT034,ACCT021,55,161,buy,clean
T001090,2026-06-01 10:24:27,PRES-2028-DEM,ACCT013,ACCT017,36,48,sell,clean
T001091,2026-06-01 10:24:30,PRES-2028-DEM,ACCT034,ACCT014,54,143,buy,clean
T001092,2026-06-01 10:24:33,SP500-ABOVE-6000-JUN,ACCT025,ACCT038,51,136,buy,clean
T001093,2026-06-01 10:24:36,FED-CUT-JUL26,ACCT026,ACCT039,41,25,buy,clean
T001094,2026-06-01 10:24:39,FED-CUT-JUL26,ACCT016,ACCT028,60,82,buy,clean
T001095,2026-06-01 10:24:42,FED-CUT-JUL26,ACCT032,ACCT039,42,75,sell,clean
T001096,2026-06-01 10:24:45,FED-CUT-JUL26,ACCT017,ACCT021,31,109,sell,clean
T001097,2026-06-01 10:24:48,PRES-2028-DEM,ACCT022,ACCT003,45,147,buy,clean
T001098,2026-06-01 10:24:51,SP500-ABOVE-6000-JUN,ACCT002,ACCT025,65,91,buy,clean
T001099,2026-06-01 10:24:54,PRES-2028-DEM,ACCT011,ACCT035,34,75,buy,clean
T001100,2026-06-01 10:24:57,SP500-ABOVE-6000-JUN,ACCT016,ACCT001,52,135,buy,clean
T001101,2026-06-01 10:25:00,FED-CUT-JUL26,ACCT002,ACCT015,37,9,sell,clean
T001102,2026-06-01 10:25:03,SP500-ABOVE-6000-JUN,ACCT018,ACCT006,62,181,sell,clean
T001103,2026-06-01 10:25:06,PRES-2028-DEM,ACCT007,ACCT038,52,156,sell,clean
T001104,2026-06-01 10:25:09,FED-CUT-JUL26,ACCT018,ACCT030,52,168,sell,clean
T001105,2026-06-01 10:25:12,FED-CUT-JUL26,ACCT036,ACCT018,23,137,buy,clean
T001106,2026-06-01 10:25:15,FED-CUT-JUL26,ACCT035,ACCT007,34,7,sell,clean
T001107,2026-06-01 10:25:18,PRES-2028-DEM,ACCT020,ACCT022,60,22,buy,clean
T001108,2026-06-01 10:25:21,PRES-2028-DEM,ACCT010,ACCT026,39,186,buy,clean
T001109,2026-06-01 10:25:24,SP500-ABOVE-6000-JUN,ACCT022,ACCT010,67,154,sell,clean
T001110,2026-06-01 10:25:27,FED-CUT-JUL26,ACCT035,ACCT032,43,83,sell,clean
T001111,2026-06-01 10:25:30,SP500-ABOVE-6000-JUN,ACCT006,ACCT007,45,33,buy,clean
T001112,2026-06-01 10:25:33,FED-CUT-JUL26,ACCT008,ACCT003,60,161,sell,clean
T001113,2026-06-01 10:25:36,FED-CUT-JUL26,ACCT008,ACCT028,69,174,sell,clean
T001114,2026-06-01 10:25:39,PRES-2028-DEM,ACCT010,ACCT019,41,158,sell,clean
T001115,2026-06-01 10:25:42,FED-CUT-JUL26,ACCT009,ACCT011,27,3,sell,clean
T001116,2026-06-01 10:25:45,PRES-2028-DEM,ACCT020,ACCT013,51,118,sell,clean
T001117,2026-06-01 10:25:48,PRES-2028-DEM,ACCT023,ACCT036,58,4,buy,clean
T001118,2026-06-01 10:25:51,FED-CUT-JUL26,ACCT024,ACCT040,52,144,buy,clean
T001119,2026-06-01 10:25:54,PRES-2028-DEM,ACCT018,ACCT012,49,134,sell,clean
T001120,2026-06-01 10:25:57,SP500-ABOVE-6000-JUN,ACCT040,ACCT031,50,60,buy,clean
T001121,2026-06-01 10:26:00,FED-CUT-JUL26,ACCT001,ACCT021,78,36,sell,clean
T001122,2026-06-01 10:26:03,PRES-2028-DEM,ACCT016,ACCT036,33,181,sell,clean
T001123,2026-06-01 10:26:06,PRES-2028-DEM,ACCT039,ACCT014,77,72,buy,clean
T001124,2026-06-01 10:26:09,FED-CUT-JUL26,ACCT008,ACCT036,64,46,buy,clean
T001125,2026-06-01 10:26:12,PRES-2028-DEM,ACCT040,ACCT036,69,49,sell,clean
T001126,2026-06-01 10:26:15,FED-CUT-JUL26,ACCT034,ACCT013,60,25,sell,clean
T001127,2026-06-01 10:26:18,PRES-2028-DEM,ACCT018,ACCT031,18,181,sell,clean
T001128,2026-06-01 10:26:21,SP500-ABOVE-6000-JUN,ACCT031,ACCT039,40,122,buy,clean
T001129,2026-06-01 10:26:24,SP500-ABOVE-6000-JUN,ACCT010,ACCT012,54,108,buy,clean
T001130,2026-06-01 10:26:27,SP500-ABOVE-6000-JUN,ACCT018,ACCT013,38,86,sell,clean
T001131,2026-06-01 10:26:30,SP500-ABOVE-6000-JUN,ACCT026,ACCT027,59,17,buy,clean
T001132,2026-06-01 10:26:33,PRES-2028-DEM,ACCT018,ACCT039,54,45,buy,clean
T001133,2026-06-01 10:26:36,FED-CUT-JUL26,ACCT030,ACCT037,52,119,buy,clean
T001134,2026-06-01 10:26:39,PRES-2028-DEM,ACCT021,ACCT038,48,44,buy,clean
T001135,2026-06-01 10:26:42,SP500-ABOVE-6000-JUN,ACCT016,ACCT020,58,49,buy,clean
T001136,2026-06-01 10:26:45,PRES-2028-DEM,ACCT018,ACCT009,38,49,sell,clean
T001137,2026-06-01 10:26:48,FED-CUT-JUL26,ACCT017,ACCT006,34,90,sell,clean
T001138,2026-06-01 10:26:51,SP500-ABOVE-6000-JUN,ACCT037,ACCT014,62,166,sell,clean
T001139,2026-06-01 10:26:54,SP500-ABOVE-6000-JUN,ACCT018,ACCT006,41,56,sell,clean
T001140,2026-06-01 10:26:57,SP500-ABOVE-6000-JUN,ACCT012,ACCT031,60,96,sell,clean
T001141,2026-06-01 10:27:00,PRES-2028-DEM,ACCT011,ACCT027,39,26,buy,clean
T001142,2026-06-01 10:27:03,PRES-2028-DEM,ACCT002,ACCT029,54,148,sell,clean
T001143,2026-06-01 10:27:06,FED-CUT-JUL26,ACCT039,ACCT022,37,11,buy,clean
T001144,2026-06-01 10:27:09,SP500-ABOVE-6000-JUN,ACCT026,ACCT038,64,77,buy,clean
T001145,2026-06-01 10:27:12,PRES-2028-DEM,ACCT006,ACCT020,51,89,sell,clean
T001146,2026-06-01 10:27:15,PRES-2028-DEM,ACCT013,ACCT012,48,61,buy,clean
T001147,2026-06-01 10:27:18,SP500-ABOVE-6000-JUN,ACCT024,ACCT001,39,121,sell,clean
T001148,2026-06-01 10:27:21,SP500-ABOVE-6000-JUN,ACCT016,ACCT007,42,35,sell,clean
T001149,2026-06-01 10:27:24,SP500-ABOVE-6000-JUN,ACCT005,ACCT023,30,151,buy,clean
T001150,2026-06-01 10:27:27,FED-CUT-JUL26,ACCT024,ACCT022,49,154,sell,clean
T001151,2026-06-01 10:27:30,PRES-2028-DEM,ACCT014,ACCT020,39,168,buy,clean
T001152,2026-06-01 10:27:33,SP500-ABOVE-6000-JUN,ACCT031,ACCT003,47,46,buy,clean
T001153,2026-06-01 10:27:36,PRES-2028-DEM,ACCT023,ACCT007,43,4,buy,clean
T001154,2026-06-01 10:27:39,SP500-ABOVE-6000-JUN,ACCT030,ACCT001,19,103,sell,clean
T001155,2026-06-01 10:27:42,SP500-ABOVE-6000-JUN,ACCT008,ACCT039,59,129,sell,clean
T001156,2026-06-01 10:27:45,PRES-2028-DEM,ACCT012,ACCT028,38,173,buy,clean
T001157,2026-06-01 10:27:48,SP500-ABOVE-6000-JUN,ACCT038,ACCT017,57,187,sell,clean
T001158,2026-06-01 10:27:51,PRES-2028-DEM,ACCT032,ACCT030,33,176,sell,clean
T001159,2026-06-01 10:27:54,PRES-2028-DEM,ACCT035,ACCT018,54,5,sell,clean
T001160,2026-06-01 10:27:57,FED-CUT-JUL26,ACCT003,ACCT035,49,22,buy,clean
T001161,2026-06-01 10:28:00,FED-CUT-JUL26,ACCT023,ACCT030,46,188,sell,clean
T001162,2026-06-01 10:28:03,PRES-2028-DEM,ACCT039,ACCT007,25,21,sell,clean
T001163,2026-06-01 10:28:06,SP500-ABOVE-6000-JUN,ACCT017,ACCT006,56,30,buy,clean
T001164,2026-06-01 10:28:09,PRES-2028-DEM,ACCT004,ACCT024,42,112,sell,clean
T001165,2026-06-01 10:28:12,SP500-ABOVE-6000-JUN,ACCT026,ACCT012,45,105,buy,clean
T001166,2026-06-01 10:28:15,FED-CUT-JUL26,ACCT039,ACCT021,57,182,sell,clean
T001167,2026-06-01 10:28:18,SP500-ABOVE-6000-JUN,ACCT030,ACCT038,35,139,sell,clean
T001168,2026-06-01 10:28:21,FED-CUT-JUL26,ACCT023,ACCT029,63,128,buy,clean
T001169,2026-06-01 10:28:24,SP500-ABOVE-6000-JUN,ACCT037,ACCT006,39,89,buy,clean
T001170,2026-06-01 10:28:27,FED-CUT-JUL26,ACCT029,ACCT030,66,43,sell,clean
T001171,2026-06-01 10:28:30,FED-CUT-JUL26,ACCT036,ACCT032,61,138,buy,clean
T001172,2026-06-01 10:28:33,PRES-2028-DEM,ACCT014,ACCT008,43,41,sell,clean
T001173,2026-06-01 10:28:36,SP500-ABOVE-6000-JUN,ACCT018,ACCT021,52,171,sell,clean
T001174,2026-06-01 10:28:39,FED-CUT-JUL26,ACCT019,ACCT029,63,103,sell,clean
T001175,2026-06-01 10:28:42,SP500-ABOVE-6000-JUN,ACCT012,ACCT007,37,108,sell,clean
T001176,2026-06-01 10:28:45,SP500-ABOVE-6000-JUN,ACCT033,ACCT006,34,6,sell,clean
T001177,2026-06-01 10:28:48,SP500-ABOVE-6000-JUN,ACCT006,ACCT024,66,168,sell,clean
T001178,2026-06-01 10:28:51,PRES-2028-DEM,ACCT012,ACCT031,74,83,buy,clean
T001179,2026-06-01 10:28:54,FED-CUT-JUL26,ACCT030,ACCT016,44,62,buy,clean
T001180,2026-06-01 10:28:57,FED-CUT-JUL26,ACCT011,ACCT016,20,2,buy,clean
T001181,2026-06-01 10:29:00,PRES-2028-DEM,ACCT027,ACCT017,61,184,buy,clean
T001182,2026-06-01 10:29:03,FED-CUT-JUL26,ACCT003,ACCT024,27,162,sell,clean
T001183,2026-06-01 10:29:06,FED-CUT-JUL26,ACCT038,ACCT008,47,169,sell,clean
T001184,2026-06-01 10:29:09,PRES-2028-DEM,ACCT022,ACCT005,31,193,buy,clean
T001185,2026-06-01 10:29:12,FED-CUT-JUL26,ACCT029,ACCT017,35,195,buy,clean
T001186,2026-06-01 10:29:15,FED-CUT-JUL26,ACCT037,ACCT024,47,184,buy,clean
T001187,2026-06-01 10:29:18,PRES-2028-DEM,ACCT009,ACCT010,31,66,buy,clean
T001188,2026-06-01 10:29:21,SP500-ABOVE-6000-JUN,ACCT001,ACCT017,40,133,sell,clean
T001189,2026-06-01 10:29:24,SP500-ABOVE-6000-JUN,ACCT010,ACCT038,56,96,sell,clean
T001190,2026-06-01 10:29:27,FED-CUT-JUL26,ACCT025,ACCT001,47,58,sell,clean
T001191,2026-06-01 10:29:30,SP500-ABOVE-6000-JUN,ACCT008,ACCT013,41,164,buy,clean
T001192,2026-06-01 10:29:33,FED-CUT-JUL26,ACCT007,ACCT022,40,137,buy,clean
T001193,2026-06-01 10:29:36,PRES-2028-DEM,ACCT017,ACCT012,43,63,buy,clean
T001194,2026-06-01 10:29:39,FED-CUT-JUL26,ACCT036,ACCT018,56,17,buy,clean
T001195,2026-06-01 10:29:42,SP500-ABOVE-6000-JUN,ACCT038,ACCT031,35,14,sell,clean
T001196,2026-06-01 10:29:45,PRES-2028-DEM,ACCT031,ACCT013,62,154,sell,clean
T001197,2026-06-01 10:29:48,PRES-2028-DEM,ACCT029,ACCT013,35,194,sell,clean
T001198,2026-06-01 10:29:51,FED-CUT-JUL26,ACCT012,ACCT022,35,166,sell,clean
T001199,2026-06-01 10:29:54,SP500-ABOVE-6000-JUN,ACCT036,ACCT033,45,194,buy,clean
T001200,2026-06-01 10:29:57,SP500-ABOVE-6000-JUN,ACCT031,ACCT032,52,111,sell,clean
T001201,2026-06-01 10:30:00,SP500-ABOVE-6000-JUN,ACCT012,ACCT013,53,55,sell,clean
T001202,2026-06-01 10:30:03,SP500-ABOVE-6000-JUN,ACCT020,ACCT040,54,83,buy,clean
T001203,2026-06-01 10:30:06,SP500-ABOVE-6000-JUN,ACCT011,ACCT021,82,168,sell,clean
T001204,2026-06-01 10:30:09,FED-CUT-JUL26,ACCT024,ACCT010,43,191,sell,clean
T001205,2026-06-01 10:30:12,FED-CUT-JUL26,ACCT001,ACCT026,61,166,buy,clean
T001206,2026-06-01 10:30:15,PRES-2028-DEM,ACCT014,ACCT017,46,83,sell,clean
T001207,2026-06-01 10:30:18,PRES-2028-DEM,ACCT014,ACCT040,26,28,buy,clean
T001208,2026-06-01 10:30:21,SP500-ABOVE-6000-JUN,ACCT038,ACCT031,77,200,sell,clean
T001209,2026-06-01 10:30:24,SP500-ABOVE-6000-JUN,ACCT025,ACCT004,63,71,sell,clean
T001210,2026-06-01 10:30:27,SP500-ABOVE-6000-JUN,ACCT005,ACCT021,69,39,buy,clean
T001211,2026-06-01 10:30:30,FED-CUT-JUL26,ACCT016,ACCT021,31,67,sell,clean
T001212,2026-06-01 10:30:33,SP500-ABOVE-6000-JUN,ACCT021,ACCT024,60,55,buy,clean
T001213,2026-06-01 10:30:36,FED-CUT-JUL26,ACCT013,ACCT017,49,6,buy,clean
T001214,2026-06-01 10:30:39,FED-CUT-JUL26,ACCT004,ACCT034,83,96,buy,clean
T001215,2026-06-01 10:30:42,FED-CUT-JUL26,ACCT035,ACCT032,47,18,buy,clean
T001216,2026-06-01 10:30:45,SP500-ABOVE-6000-JUN,ACCT006,ACCT037,64,49,buy,clean
T001217,2026-06-01 10:30:48,SP500-ABOVE-6000-JUN,ACCT010,ACCT022,65,87,sell,clean
T001218,2026-06-01 10:30:51,PRES-2028-DEM,ACCT040,ACCT025,58,110,buy,clean
T001219,2026-06-01 10:30:54,FED-CUT-JUL26,ACCT035,ACCT030,45,148,sell,clean
T001220,2026-06-01 10:30:57,PRES-2028-DEM,ACCT007,ACCT002,21,11,buy,clean
T001221,2026-06-01 10:31:00,PRES-2028-DEM,ACCT014,ACCT013,45,70,buy,clean
T001222,2026-06-01 10:31:03,FED-CUT-JUL26,ACCT008,ACCT025,73,190,buy,clean
T001223,2026-06-01 10:31:06,PRES-2028-DEM,ACCT014,ACCT025,44,45,buy,clean
T001224,2026-06-01 10:31:09,SP500-ABOVE-6000-JUN,ACCT039,ACCT023,49,49,buy,clean
T001225,2026-06-01 10:31:12,SP500-ABOVE-6000-JUN,ACCT008,ACCT030,61,108,sell,clean
T001226,2026-06-01 10:31:15,PRES-2028-DEM,ACCT028,ACCT020,52,167,sell,clean
T001227,2026-06-01 10:31:18,FED-CUT-JUL26,ACCT003,ACCT010,54,3,buy,clean
T001228,2026-06-01 10:31:21,PRES-2028-DEM,ACCT039,ACCT014,61,96,sell,clean
T001229,2026-06-01 10:31:24,SP500-ABOVE-6000-JUN,ACCT010,ACCT012,31,42,buy,clean
T001230,2026-06-01 10:31:27,FED-CUT-JUL26,ACCT017,ACCT040,40,85,buy,clean
T001231,2026-06-01 10:31:30,PRES-2028-DEM,ACCT035,ACCT025,51,44,buy,clean
T001232,2026-06-01 10:31:33,PRES-2028-DEM,ACCT027,ACCT005,60,107,sell,clean
T001233,2026-06-01 10:31:36,FED-CUT-JUL26,ACCT017,ACCT009,43,158,buy,clean
T001234,2026-06-01 10:31:39,PRES-2028-DEM,ACCT033,ACCT009,52,169,buy,clean
T001235,2026-06-01 10:31:42,PRES-2028-DEM,ACCT016,ACCT015,49,78,sell,clean
T001236,2026-06-01 10:31:45,FED-CUT-JUL26,ACCT009,ACCT021,34,149,buy,clean
T001237,2026-06-01 10:31:48,PRES-2028-DEM,ACCT010,ACCT003,54,102,sell,clean
T001238,2026-06-01 10:31:51,FED-CUT-JUL26,ACCT013,ACCT037,18,117,sell,clean
T001239,2026-06-01 10:31:54,SP500-ABOVE-6000-JUN,ACCT022,ACCT012,49,125,sell,clean
T001240,2026-06-01 10:31:57,FED-CUT-JUL26,ACCT028,ACCT002,56,59,sell,clean
T001241,2026-06-01 10:32:00,PRES-2028-DEM,ACCT023,ACCT020,35,22,buy,clean
T001242,2026-06-01 10:32:03,SP500-ABOVE-6000-JUN,ACCT015,ACCT002,56,135,buy,clean
T001243,2026-06-01 10:32:06,SP500-ABOVE-6000-JUN,ACCT034,ACCT011,46,43,buy,clean
