order_id,timestamp,market_id,account_id,side,price,quantity,action,label
O001018,2026-06-01 10:20:51,SP500-ABOVE-6000-JUN,ACCT025,buy,59,112,fill,clean
O001019,2026-06-01 10:20:54,SP500-ABOVE-6000-JUN,ACCT028,sell,49,120,fill,clean
O001020,2026-06-01 10:20:57,FED-CUT-JUL26,ACCT009,buy,48,78,cancel,clean
O001021,2026-06-01 10:21:00,SP500-ABOVE-6000-JUN,ACCT026,buy,60,33,fill,clean
O001022,2026-06-01 10:21:03,PRES-2028-DEM,ACCT022,buy,50,25,cancel,clean
O001023,2026-06-01 10:21:06,SP500-ABOVE-6000-JUN,ACCT034,buy,45,37,fill,clean
O001024,2026-06-01 10:21:09,FED-CUT-JUL26,ACCT001,sell,39,125,fill,clean
O001025,2026-06-01 10:21:12,PRES-2028-DEM,ACCT014,buy,50,27,fill,clean
O001026,2026-06-01 10:21:15,SP500-ABOVE-6000-JUN,ACCT016,buy,52,140,fill,clean
O001027,2026-06-01 10:21:18,SP500-ABOVE-6000-JUN,ACCT016,buy,54,44,fill,clean
O001028,2026-06-01 10:21:21,SP500-ABOVE-6000-JUN,ACCT024,sell,51,71,fill,clean
O001029,2026-06-01 10:21:24,SP500-ABOVE-6000-JUN,ACCT008,sell,56,145,fill,clean
O001030,2026-06-01 10:21:27,SP500-ABOVE-6000-JUN,ACCT023,buy,29,36,fill,clean
O001031,2026-06-01 10:21:30,SP500-ABOVE-6000-JUN,ACCT034,sell,50,100,fill,clean
O001032,2026-06-01 10:21:33,PRES-2028-DEM,ACCT020,sell,37,101,fill,clean
O001033,2026-06-01 10:21:36,SP500-ABOVE-6000-JUN,ACCT021,buy,46,149,fill,clean
O001034,2026-06-01 10:21:39,SP500-ABOVE-6000-JUN,ACCT007,buy,56,128,cancel,clean
O001035,2026-06-01 10:21:42,FED-CUT-JUL26,ACCT012,buy,47,99,cancel,clean
O001036,2026-06-01 10:21:45,FED-CUT-JUL26,ACCT024,sell,46,8,cancel,clean
O001037,2026-06-01 10:21:48,FED-CUT-JUL26,ACCT017,buy,75,126,fill,clean
O001038,2026-06-01 10:21:51,FED-CUT-JUL26,ACCT038,buy,37,7,fill,clean
O001039,2026-06-01 10:21:54,SP500-ABOVE-6000-JUN,ACCT037,sell,51,140,cancel,clean
O001040,2026-06-01 10:21:57,FED-CUT-JUL26,ACCT023,sell,50,144,cancel,clean
O001041,2026-06-01 10:22:00,PRES-2028-DEM,ACCT034,buy,32,77,fill,clean
O001042,2026-06-01 10:22:03,FED-CUT-JUL26,ACCT025,sell,43,92,fill,clean
O001043,2026-06-01 10:22:06,PRES-2028-DEM,ACCT040,sell,48,15,fill,clean
O001044,2026-06-01 10:22:09,PRES-2028-DEM,ACCT022,buy,36,108,fill,clean
O001045,2026-06-01 10:22:12,FED-CUT-JUL26,ACCT032,buy,71,19,cancel,clean
O001046,2026-06-01 10:22:15,SP500-ABOVE-6000-JUN,ACCT009,sell,53,70,cancel,clean
O001047,2026-06-01 10:22:18,PRES-2028-DEM,ACCT015,sell,49,6,cancel,clean
O001048,2026-06-01 10:22:21,PRES-2028-DEM,ACCT004,sell,42,100,cancel,clean
O001049,2026-06-01 10:22:24,SP500-ABOVE-6000-JUN,ACCT040,buy,35,95,fill,clean
O001050,2026-06-01 10:22:27,FED-CUT-JUL26,ACCT035,sell,55,146,fill,clean
O001051,2026-06-01 10:22:30,PRES-2028-DEM,ACCT021,buy,52,90,fill,clean
O001052,2026-06-01 10:22:33,PRES-2028-DEM,ACCT017,buy,41,140,fill,clean
O001053,2026-06-01 10:22:36,SP500-ABOVE-6000-JUN,ACCT034,buy,53,69,fill,clean
O001054,2026-06-01 10:22:39,SP500-ABOVE-6000-JUN,ACCT006,sell,58,53,cancel,clean
O001055,2026-06-01 10:22:42,SP500-ABOVE-6000-JUN,ACCT016,buy,41,113,fill,clean
O001056,2026-06-01 10:22:45,FED-CUT-JUL26,ACCT006,sell,50,16,fill,clean
O001057,2026-06-01 10:22:48,SP500-ABOVE-6000-JUN,ACCT014,buy,51,98,fill,clean
O001058,2026-06-01 10:22:51,FED-CUT-JUL26,ACCT039,buy,47,87,cancel,clean
O001059,2026-06-01 10:22:54,FED-CUT-JUL26,ACCT004,sell,39,28,fill,clean
O001060,2026-06-01 10:22:57,SP500-ABOVE-6000-JUN,ACCT025,buy,53,120,cancel,clean
O001061,2026-06-01 10:23:00,PRES-2028-DEM,ACCT035,buy,67,76,fill,clean
O001062,2026-06-01 10:23:03,FED-CUT-JUL26,ACCT020,buy,59,146,fill,clean
O001063,2026-06-01 10:23:06,FED-CUT-JUL26,ACCT031,sell,52,143,fill,clean
O001064,2026-06-01 10:23:09,PRES-2028-DEM,ACCT012,sell,66,67,cancel,clean
O001065,2026-06-01 10:23:12,FED-CUT-JUL26,ACCT008,buy,62,10,fill,clean
O001066,2026-06-01 10:23:15,SP500-ABOVE-6000-JUN,ACCT017,sell,63,5,fill,clean
O001067,2026-06-01 10:23:18,FED-CUT-JUL26,ACCT033,buy,43,20,fill,clean
O001068,2026-06-01 10:23:21,FED-CUT-JUL26,ACCT010,sell,34,7,fill,clean
O001069,2026-06-01 10:23:24,FED-CUT-JUL26,ACCT024,buy,43,12,fill,clean
O001070,2026-06-01 10:23:27,PRES-2028-DEM,ACCT025,buy,55,150,fill,clean
O001071,2026-06-01 10:23:30,SP500-ABOVE-6000-JUN,ACCT035,sell,32,32,cancel,clean
O001072,2026-06-01 10:23:33,SP500-ABOVE-6000-JUN,ACCT013,sell,52,148,fill,clean
O001073,2026-06-01 10:23:36,PRES-2028-DEM,ACCT008,sell,18,62,fill,clean
O001074,2026-06-01 10:23:39,FED-CUT-JUL26,ACCT029,buy,61,108,fill,clean
O001075,2026-06-01 10:23:42,PRES-2028-DEM,ACCT019,sell,37,88,fill,clean
O001076,2026-06-01 10:23:45,PRES-2028-DEM,ACCT030,buy,48,4,fill,clean
O001077,2026-06-01 10:23:48,FED-CUT-JUL26,ACCT028,buy,36,7,fill,clean
O001078,2026-06-01 10:23:51,PRES-2028-DEM,ACCT026,buy,30,143,fill,clean
O001079,2026-06-01 10:23:54,FED-CUT-JUL26,ACCT005,buy,34,91,cancel,clean
O001080,2026-06-01 10:23:57,FED-CUT-JUL26,ACCT010,buy,63,2,fill,clean
O001081,2026-06-01 10:24:00,FED-CUT-JUL26,ACCT015,buy,56,77,fill,clean
O001082,2026-06-01 10:24:03,PRES-2028-DEM,ACCT025,sell,40,82,cancel,clean
O001083,2026-06-01 10:24:06,PRES-2028-DEM,ACCT023,buy,54,73,fill,clean
O001084,2026-06-01 10:24:09,FED-CUT-JUL26,ACCT015,buy,59,72,fill,clean
O001085,2026-06-01 10:24:12,PRES-2028-DEM,ACCT032,buy,47,7,fill,clean
O001086,2026-06-01 10:24:15,FED-CUT-JUL26,ACCT008,buy,35,114,cancel,clean
O001087,2026-06-01 10:24:18,FED-CUT-JUL26,ACCT006,sell,21,57,cancel,clean
O001088,2026-06-01 10:24:21,FED-CUT-JUL26,ACCT003,sell,61,111,fill,clean
O001089,2026-06-01 10:24:24,SP500-ABOVE-6000-JUN,ACCT016,buy,64,36,fill,clean
O001090,2026-06-01 10:24:27,PRES-2028-DEM,ACCT009,sell,52,51,fill,clean
O001091,2026-06-01 10:24:30,PRES-2028-DEM,ACCT003,buy,50,108,fill,clean
O001092,2026-06-01 10:24:33,SP500-ABOVE-6000-JUN,ACCT015,sell,61,75,fill,clean
O001093,2026-06-01 10:24:36,FED-CUT-JUL26,ACCT019,buy,60,108,cancel,clean
O001094,2026-06-01 10:24:39,FED-CUT-JUL26,ACCT026,sell,58,33,cancel,clean
O001095,2026-06-01 10:24:42,FED-CUT-JUL26,ACCT027,buy,54,16,fill,clean
O001096,2026-06-01 10:24:45,FED-CUT-JUL26,ACCT004,sell,61,69,fill,clean
O001097,2026-06-01 10:24:48,PRES-2028-DEM,ACCT008,buy,61,85,fill,clean
O001098,2026-06-01 10:24:51,SP500-ABOVE-6000-JUN,ACCT034,buy,60,54,fill,clean
O001099,2026-06-01 10:24:54,PRES-2028-DEM,ACCT022,sell,61,106,fill,clean
O001100,2026-06-01 10:24:57,SP500-ABOVE-6000-JUN,ACCT032,sell,50,11,fill,clean
O001101,2026-06-01 10:25:00,FED-CUT-JUL26,ACCT025,buy,36,103,fill,clean
O001102,2026-06-01 10:25:03,SP500-ABOVE-6000-JUN,ACCT001,buy,56,139,fill,clean
O001103,2026-06-01 10:25:06,PRES-2028-DEM,ACCT028,sell,42,132,cancel,clean
O001104,2026-06-01 10:25:09,FED-CUT-JUL26,ACCT019,sell,58,110,fill,clean
O001105,2026-06-01 10:25:12,FED-CUT-JUL26,ACCT002,sell,52,128,cancel,clean
O001106,2026-06-01 10:25:15,FED-CUT-JUL26,ACCT029,buy,54,95,fill,clean
O001107,2026-06-01 10:25:18,PRES-2028-DEM,ACCT014,buy,63,126,fill,clean
O001108,2026-06-01 10:25:21,PRES-2028-DEM,ACCT032,buy,40,65,fill,clean
O001109,2026-06-01 10:25:24,SP500-ABOVE-6000-JUN,ACCT018,buy,54,54,cancel,clean
O001110,2026-06-01 10:25:27,FED-CUT-JUL26,ACCT033,sell,66,143,cancel,clean
O001111,2026-06-01 10:25:30,SP500-ABOVE-6000-JUN,ACCT034,buy,52,32,fill,clean
O001112,2026-06-01 10:25:33,FED-CUT-JUL26,ACCT036,buy,40,108,fill,clean
O001113,2026-06-01 10:25:36,FED-CUT-JUL26,ACCT040,sell,49,96,fill,clean
O001114,2026-06-01 10:25:39,PRES-2028-DEM,ACCT031,sell,48,119,fill,clean
O001115,2026-06-01 10:25:42,FED-CUT-JUL26,ACCT012,sell,46,39,fill,clean
O001116,2026-06-01 10:25:45,PRES-2028-DEM,ACCT004,buy,55,120,fill,clean
O001117,2026-06-01 10:25:48,PRES-2028-DEM,ACCT019,sell,42,110,fill,clean
O001118,2026-06-01 10:25:51,FED-CUT-JUL26,ACCT038,buy,22,40,fill,clean
O001119,2026-06-01 10:25:54,PRES-2028-DEM,ACCT037,sell,55,71,cancel,clean
O001120,2026-06-01 10:25:57,SP500-ABOVE-6000-JUN,ACCT040,buy,50,38,fill,clean
O001121,2026-06-01 10:26:00,FED-CUT-JUL26,ACCT031,sell,64,84,fill,clean
O001122,2026-06-01 10:26:03,PRES-2028-DEM,ACCT020,sell,62,134,fill,clean
O001123,2026-06-01 10:26:06,PRES-2028-DEM,ACCT036,sell,41,114,fill,clean
O001124,2026-06-01 10:26:09,FED-CUT-JUL26,ACCT030,sell,39,89,cancel,clean
O001125,2026-06-01 10:26:12,PRES-2028-DEM,ACCT012,sell,31,3,fill,clean
O001126,2026-06-01 10:26:15,FED-CUT-JUL26,ACCT033,sell,50,4,fill,clean
O001127,2026-06-01 10:26:18,PRES-2028-DEM,ACCT004,sell,73,147,cancel,clean
O001128,2026-06-01 10:26:21,SP500-ABOVE-6000-JUN,ACCT024,buy,39,8,fill,clean
O001129,2026-06-01 10:26:24,SP500-ABOVE-6000-JUN,ACCT029,buy,45,16,fill,clean
O001130,2026-06-01 10:26:27,SP500-ABOVE-6000-JUN,ACCT038,buy,33,94,fill,clean
O001131,2026-06-01 10:26:30,SP500-ABOVE-6000-JUN,ACCT018,buy,34,22,fill,clean
O001132,2026-06-01 10:26:33,PRES-2028-DEM,ACCT018,sell,63,144,fill,clean
O001133,2026-06-01 10:26:36,FED-CUT-JUL26,ACCT006,buy,45,47,cancel,clean
O001134,2026-06-01 10:26:39,PRES-2028-DEM,ACCT024,buy,48,118,fill,clean
O001135,2026-06-01 10:26:42,SP500-ABOVE-6000-JUN,ACCT004,sell,35,98,cancel,clean
O001136,2026-06-01 10:26:45,PRES-2028-DEM,ACCT012,buy,45,76,fill,clean
O001137,2026-06-01 10:26:48,FED-CUT-JUL26,ACCT003,buy,51,150,fill,clean
O001138,2026-06-01 10:26:51,SP500-ABOVE-6000-JUN,ACCT022,buy,49,129,fill,clean
O001139,2026-06-01 10:26:54,SP500-ABOVE-6000-JUN,ACCT003,sell,49,30,fill,clean
O001140,2026-06-01 10:26:57,SP500-ABOVE-6000-JUN,ACCT021,buy,62,27,fill,clean
O001141,2026-06-01 10:27:00,PRES-2028-DEM,ACCT020,sell,51,42,fill,clean
O001142,2026-06-01 10:27:03,PRES-2028-DEM,ACCT031,sell,37,63,fill,clean
O001143,2026-06-01 10:27:06,FED-CUT-JUL26,ACCT027,buy,51,110,cancel,clean
O001144,2026-06-01 10:27:09,SP500-ABOVE-6000-JUN,ACCT009,buy,52,86,cancel,clean
O001145,2026-06-01 10:27:12,PRES-2028-DEM,ACCT011,sell,43,118,fill,clean
O001146,2026-06-01 10:27:15,PRES-2028-DEM,ACCT006,sell,54,63,fill,clean
O001147,2026-06-01 10:27:18,SP500-ABOVE-6000-JUN,ACCT031,buy,51,97,cancel,clean
O001148,2026-06-01 10:27:21,SP500-ABOVE-6000-JUN,ACCT019,sell,56,109,fill,clean
O001149,2026-06-01 10:27:24,SP500-ABOVE-6000-JUN,ACCT039,buy,51,46,cancel,clean
O001150,2026-06-01 10:27:27,FED-CUT-JUL26,ACCT015,buy,49,36,fill,clean
O001151,2026-06-01 10:27:30,PRES-2028-DEM,ACCT010,sell,54,73,fill,clean
O001152,2026-06-01 10:27:33,SP500-ABOVE-6000-JUN,ACCT034,sell,79,28,fill,clean
O001153,2026-06-01 10:27:36,PRES-2028-DEM,ACCT009,sell,39,148,fill,clean
O001154,2026-06-01 10:27:39,SP500-ABOVE-6000-JUN,ACCT020,buy,52,109,fill,clean
O001155,2026-06-01 10:27:42,SP500-ABOVE-6000-JUN,ACCT022,sell,25,137,cancel,clean
O001156,2026-06-01 10:27:45,PRES-2028-DEM,ACCT001,buy,47,87,cancel,clean
O001157,2026-06-01 10:27:48,SP500-ABOVE-6000-JUN,ACCT004,sell,70,119,fill,clean
O001158,2026-06-01 10:27:51,PRES-2028-DEM,ACCT028,sell,68,87,fill,clean
O001159,2026-06-01 10:27:54,PRES-2028-DEM,ACCT020,sell,60,10,fill,clean
O001160,2026-06-01 10:27:57,FED-CUT-JUL26,ACCT010,buy,40,127,fill,clean
O001161,2026-06-01 10:28:00,FED-CUT-JUL26,ACCT005,buy,41,84,fill,clean
O001162,2026-06-01 10:28:03,PRES-2028-DEM,ACCT028,sell,72,103,fill,clean
O001163,2026-06-01 10:28:06,SP500-ABOVE-6000-JUN,ACCT020,sell,39,132,fill,clean
O001164,2026-06-01 10:28:09,PRES-2028-DEM,ACCT018,buy,46,129,fill,clean
O001165,2026-06-01 10:28:12,SP500-ABOVE-6000-JUN,ACCT027,buy,41,34,fill,clean
O001166,2026-06-01 10:28:15,FED-CUT-JUL26,ACCT005,buy,54,74,cancel,clean
O001167,2026-06-01 10:28:18,SP500-ABOVE-6000-JUN,ACCT036,sell,57,4,fill,clean
O001168,2026-06-01 10:28:21,FED-CUT-JUL26,ACCT025,buy,69,66,fill,clean
O001169,2026-06-01 10:28:24,SP500-ABOVE-6000-JUN,ACCT034,buy,38,95,fill,clean
O001170,2026-06-01 10:28:27,FED-CUT-JUL26,ACCT027,sell,53,6,cancel,clean
O001171,2026-06-01 10:28:30,FED-CUT-JUL26,ACCT039,sell,49,32,fill,clean
O001172,2026-06-01 10:28:33,PRES-2028-DEM,ACCT023,sell,46,56,fill,clean
O001173,2026-06-01 10:28:36,SP500-ABOVE-6000-JUN,ACCT015,sell,33,104,fill,clean
O001174,2026-06-01 10:28:39,FED-CUT-JUL26,ACCT035,buy,70,86,cancel,clean
O001175,2026-06-01 10:28:42,SP500-ABOVE-6000-JUN,ACCT002,buy,61,58,fill,clean
O001176,2026-06-01 10:28:45,SP500-ABOVE-6000-JUN,ACCT011,buy,38,146,fill,clean
O001177,2026-06-01 10:28:48,SP500-ABOVE-6000-JUN,ACCT011,buy,52,118,fill,clean
O001178,2026-06-01 10:28:51,PRES-2028-DEM,ACCT005,sell,39,8,fill,clean
O001179,2026-06-01 10:28:54,FED-CUT-JUL26,ACCT033,sell,38,29,cancel,clean
O001180,2026-06-01 10:28:57,FED-CUT-JUL26,ACCT034,sell,57,121,cancel,clean
O001181,2026-06-01 10:29:00,PRES-2028-DEM,ACCT031,sell,40,16,fill,clean
O001182,2026-06-01 10:29:03,FED-CUT-JUL26,ACCT008,sell,66,27,fill,clean
O001183,2026-06-01 10:29:06,FED-CUT-JUL26,ACCT016,buy,38,124,fill,clean
O001184,2026-06-01 10:29:09,PRES-2028-DEM,ACCT022,sell,54,76,fill,clean
O001185,2026-06-01 10:29:12,FED-CUT-JUL26,ACCT034,buy,43,74,fill,clean
O001186,2026-06-01 10:29:15,FED-CUT-JUL26,ACCT031,sell,39,113,fill,clean
O001187,2026-06-01 10:29:18,PRES-2028-DEM,ACCT014,buy,35,150,fill,clean
O001188,2026-06-01 10:29:21,SP500-ABOVE-6000-JUN,ACCT040,sell,60,44,cancel,clean
O001189,2026-06-01 10:29:24,SP500-ABOVE-6000-JUN,ACCT011,sell,41,135,fill,clean
O001190,2026-06-01 10:29:27,FED-CUT-JUL26,ACCT015,buy,46,39,fill,clean
O001191,2026-06-01 10:29:30,SP500-ABOVE-6000-JUN,ACCT013,buy,60,94,fill,clean
O001192,2026-06-01 10:29:33,FED-CUT-JUL26,ACCT029,buy,49,146,fill,clean
O001193,2026-06-01 10:29:36,PRES-2028-DEM,ACCT012,sell,33,11,cancel,clean
O001194,2026-06-01 10:29:39,FED-CUT-JUL26,ACCT004,sell,54,54,fill,clean
O001195,2026-06-01 10:29:42,SP500-ABOVE-6000-JUN,ACCT013,buy,53,123,fill,clean
O001196,2026-06-01 10:29:45,PRES-2028-DEM,ACCT037,sell,59,3,fill,clean
O001197,2026-06-01 10:29:48,PRES-2028-DEM,ACCT017,buy,40,105,fill,clean
O001198,2026-06-01 10:29:51,FED-CUT-JUL26,ACCT035,sell,49,64,fill,clean
O001199,2026-06-01 10:29:54,SP500-ABOVE-6000-JUN,ACCT001,sell,62,82,cancel,clean
O001200,2026-06-01 10:29:57,SP500-ABOVE-6000-JUN,ACCT029,buy,53,88,fill,clean
O001201,2026-06-01 10:30:00,SP500-ABOVE-6000-JUN,ACCT021,sell,29,136,fill,clean
O001202,2026-06-01 10:30:03,SP500-ABOVE-6000-JUN,ACCT026,buy,67,44,cancel,clean
O001203,2026-06-01 10:30:06,SP500-ABOVE-6000-JUN,ACCT015,sell,40,68,fill,clean
O001204,2026-06-01 10:30:09,FED-CUT-JUL26,ACCT020,sell,68,109,fill,clean
O001205,2026-06-01 10:30:12,FED-CUT-JUL26,ACCT018,sell,54,5,cancel,clean
O001206,2026-06-01 10:30:15,PRES-2028-DEM,ACCT021,sell,61,143,fill,clean
O001207,2026-06-01 10:30:18,PRES-2028-DEM,ACCT011,buy,49,84,cancel,clean
O001208,2026-06-01 10:30:21,SP500-ABOVE-6000-JUN,ACCT016,sell,41,72,cancel,clean
O001209,2026-06-01 10:30:24,SP500-ABOVE-6000-JUN,ACCT019,sell,60,29,fill,clean
O001210,2026-06-01 10:30:27,SP500-ABOVE-6000-JUN,ACCT037,sell,47,52,fill,clean
O001211,2026-06-01 10:30:30,FED-CUT-JUL26,ACCT009,buy,41,18,cancel,clean
O001212,2026-06-01 10:30:33,SP500-ABOVE-6000-JUN,ACCT030,sell,42,59,fill,clean
O001213,2026-06-01 10:30:36,FED-CUT-JUL26,ACCT027,buy,69,110,fill,clean
O001214,2026-06-01 10:30:39,FED-CUT-JUL26,ACCT003,sell,63,130,cancel,clean
O001215,2026-06-01 10:30:42,FED-CUT-JUL26,ACCT036,buy,60,29,fill,clean
O001216,2026-06-01 10:30:45,SP500-ABOVE-6000-JUN,ACCT018,sell,42,120,fill,clean
O001217,2026-06-01 10:30:48,SP500-ABOVE-6000-JUN,ACCT002,sell,57,103,fill,clean
O001218,2026-06-01 10:30:51,PRES-2028-DEM,ACCT015,sell,51,150,fill,clean
O001219,2026-06-01 10:30:54,FED-CUT-JUL26,ACCT013,buy,43,38,fill,clean
O001220,2026-06-01 10:30:57,PRES-2028-DEM,ACCT005,sell,43,84,cancel,clean
O001221,2026-06-01 10:31:00,PRES-2028-DEM,ACCT023,buy,61,7,fill,clean
O001222,2026-06-01 10:31:03,FED-CUT-JUL26,ACCT004,sell,53,115,fill,clean
O001223,2026-06-01 10:31:06,PRES-2028-DEM,ACCT014,buy,46,31,cancel,clean
O001224,2026-06-01 10:31:09,SP500-ABOVE-6000-JUN,ACCT033,buy,39,93,fill,clean
O001225,2026-06-01 10:31:12,SP500-ABOVE-6000-JUN,ACCT023,buy,51,93,cancel,clean
O001226,2026-06-01 10:31:15,PRES-2028-DEM,ACCT002,sell,68,71,cancel,clean
O001227,2026-06-01 10:31:18,FED-CUT-JUL26,ACCT009,buy,43,121,cancel,clean
O001228,2026-06-01 10:31:21,PRES-2028-DEM,ACCT027,buy,36,45,fill,clean
O001229,2026-06-01 10:31:24,SP500-ABOVE-6000-JUN,ACCT014,sell,70,79,fill,clean
O001230,2026-06-01 10:31:27,FED-CUT-JUL26,ACCT003,sell,68,37,cancel,clean
O001231,2026-06-01 10:31:30,PRES-2028-DEM,ACCT001,buy,30,90,cancel,clean
O001232,2026-06-01 10:31:33,PRES-2028-DEM,ACCT039,buy,58,1,fill,clean
O001233,2026-06-01 10:31:36,FED-CUT-JUL26,ACCT032,sell,63,147,fill,clean
O001234,2026-06-01 10:31:39,PRES-2028-DEM,ACCT026,buy,43,73,cancel,clean
O001235,2026-06-01 10:31:42,PRES-2028-DEM,ACCT038,sell,69,134,fill,clean
O001236,2026-06-01 10:31:45,FED-CUT-JUL26,ACCT004,sell,58,51,cancel,clean
O001237,2026-06-01 10:31:48,PRES-2028-DEM,ACCT037,buy,42,124,fill,clean
O001238,2026-06-01 10:31:51,FED-CUT-JUL26,ACCT008,sell,71,72,fill,clean
O001239,2026-06-01 10:31:54,SP500-ABOVE-6000-JUN,ACCT022,buy,71,133,fill,clean
O001240,2026-06-01 10:31:57,FED-CUT-JUL26,ACCT008,buy,48,141,cancel,clean
O001241,2026-06-01 10:32:00,PRES-2028-DEM,ACCT033,sell,54,50,fill,clean
O001242,2026-06-01 10:32:03,SP500-ABOVE-6000-JUN,ACCT035,buy,68,93,fill,clean
O001243,2026-06-01 10:32:06,SP500-ABOVE-6000-JUN,ACCT035,buy,53,109,cancel,clean
O001244,2026-06-01 10:32:09,FED-CUT-JUL26,ACCT021,sell,74,35,cancel,clean
O001245,2026-06-01 10:32:12,FED-CUT-JUL26,ACCT004,buy,65,106,fill,clean
O001246,2026-06-01 10:32:15,FED-CUT-JUL26,ACCT016,buy,54,90,fill,clean
O001247,2026-06-01 10:32:18,FED-CUT-JUL26,ACCT029,buy,63,37,fill,clean
O001248,2026-06-01 10:32:21,FED-CUT-JUL26,ACCT029,buy,48,77,cancel,clean
O001249,2026-06-01 10:32:24,SP500-ABOVE-6000-JUN,ACCT003,sell,70,98,cancel,clean
O001250,2026-06-01 10:32:27,FED-CUT-JUL26,ACCT015,sell,53,134,fill,clean
O001251,2026-06-01 10:32:30,SP500-ABOVE-6000-JUN,ACCT004,sell,73,27,cancel,clean
O001252,2026-06-01 10:32:33,FED-CUT-JUL26,ACCT006,sell,41,4,fill,clean
O001253,2026-06-01 10:32:36,FED-CUT-JUL26,ACCT032,buy,50,144,fill,clean
O001254,2026-06-01 10:32:39,SP500-ABOVE-6000-JUN,ACCT038,buy,46,26,fill,clean
O001255,2026-06-01 10:32:42,PRES-2028-DEM,ACCT003,sell,40,89,fill,clean
O001256,2026-06-01 10:32:45,FED-CUT-JUL26,ACCT014,buy,47,146,fill,clean
O001257,2026-06-01 10:32:48,SP500-ABOVE-6000-JUN,ACCT023,sell,61,89,fill,clean
O001258,2026-06-01 10:32:51,PRES-2028-DEM,ACCT014,buy,39,143,cancel,clean
O001259,2026-06-01 10:32:54,SP500-ABOVE-6000-JUN,ACCT022,buy,29,91,fill,clean
O001260,2026-06-01 10:32:57,SP500-ABOVE-6000-JUN,ACCT021,sell,45,128,fill,clean
O001261,2026-06-01 10:33:00,FED-CUT-JUL26,ACCT011,sell,39,44,fill,clean
O001262,2026-06-01 10:33:03,PRES-2028-DEM,ACCT026,buy,63,20,fill,clean
O001263,2026-06-01 10:33:06,PRES-2028-DEM,ACCT009,sell,44,99,fill,clean
O001264,2026-06-01 10:33:09,SP500-ABOVE-6000-JUN,ACCT016,buy,47,141,fill,clean
O001265,2026-06-01 10:33:12,FED-CUT-JUL26,ACCT029,buy,68,56,fill,clean
O001266,2026-06-01 10:33:15,FED-CUT-JUL26,ACCT027,buy,39,48,cancel,clean
O001267,2026-06-01 10:33:18,SP500-ABOVE-6000-JUN,ACCT017,sell,28,111,fill,clean
O001268,2026-06-01 10:33:21,PRES-2028-DEM,ACCT035,buy,73,149,fill,clean
O001269,2026-06-01 10:33:24,SP500-ABOVE-6000-JUN,ACCT036,sell,70,58,fill,clean
O001270,2026-06-01 10:33:27,SP500-ABOVE-6000-JUN,ACCT002,buy,40,144,fill,clean
O001271,2026-06-01 10:33:30,SP500-ABOVE-6000-JUN,ACCT018,buy,52,146,fill,clean
O001272,2026-06-01 10:33:33,SP500-ABOVE-6000-JUN,ACCT029,buy,51,80,fill,clean
O001273,2026-06-01 10:33:36,SP500-ABOVE-6000-JUN,ACCT035,buy,71,81,cancel,clean
O001274,2026-06-01 10:33:39,SP500-ABOVE-6000-JUN,ACCT011,sell,39,50,fill,clean
O001275,2026-06-01 10:33:42,SP500-ABOVE-6000-JUN,ACCT007,buy,38,104,fill,clean
O001276,2026-06-01 10:33:45,SP500-ABOVE-6000-JUN,ACCT020,buy,59,91,fill,clean
O001277,2026-06-01 10:33:48,FED-CUT-JUL26,ACCT006,sell,55,87,fill,clean
O001278,2026-06-01 10:33:51,PRES-2028-DEM,ACCT007,sell,52,44,fill,clean
O001279,2026-06-01 10:33:54,SP500-ABOVE-6000-JUN,ACCT012,buy,51,49,fill,clean
O001280,2026-06-01 10:33:57,FED-CUT-JUL26,ACCT037,sell,60,46,cancel,clean
O001281,2026-06-01 10:34:00,SP500-ABOVE-6000-JUN,ACCT020,buy,67,75,fill,clean
O001282,2026-06-01 10:34:03,SP500-ABOVE-6000-JUN,ACCT040,buy,47,87,cancel,clean
O001283,2026-06-01 10:34:06,SP500-ABOVE-6000-JUN,ACCT016,sell,21,94,fill,clean
O001284,2026-06-01 10:34:09,FED-CUT-JUL26,ACCT021,buy,51,135,fill,clean
O001285,2026-06-01 10:34:12,SP500-ABOVE-6000-JUN,ACCT009,sell,59,115,cancel,clean
O001286,2026-06-01 10:34:15,FED-CUT-JUL26,ACCT021,buy,51,144,fill,clean
O001287,2026-06-01 10:34:18,FED-CUT-JUL26,ACCT013,buy,49,23,fill,clean
O001288,2026-06-01 10:34:21,SP500-ABOVE-6000-JUN,ACCT020,buy,59,99,fill,clean
O001289,2026-06-01 10:34:24,SP500-ABOVE-6000-JUN,ACCT014,buy,35,26,fill,clean
O001290,2026-06-01 10:34:27,PRES-2028-DEM,ACCT025,buy,53,53,cancel,clean
O001291,2026-06-01 10:34:30,PRES-2028-DEM,ACCT015,sell,40,96,cancel,clean
O001292,2026-06-01 10:34:33,FED-CUT-JUL26,ACCT037,sell,57,80,fill,clean
O001293,2026-06-01 10:34:36,SP500-ABOVE-6000-JUN,ACCT013,sell,38,125,fill,clean
O001294,2026-06-01 10:34:39,PRES-2028-DEM,ACCT008,buy,37,30,fill,clean
O001295,2026-06-01 10:34:42,FED-CUT-JUL26,ACCT019,sell,48,138,fill,clean
O001296,2026-06-01 10:34:45,SP500-ABOVE-6000-JUN,ACCT013,sell,38,33,fill,clean
O001297,2026-06-01 10:34:48,PRES-2028-DEM,ACCT005,buy,52,62,fill,clean
